label,image,item-count
mimix23,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/c783944d-bc8e-4cf4-a752-190af9300130.jpg?alt=media&token=61739769-bbe5-4e4f-b873-7b66d0474928,1
mimix24,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/40bf0cf7-f67f-4766-a586-adedc6ed2010.jpg?alt=media&token=b065c366-d2e1-458d-a755-8401467c814f,1
mimix25,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/01e04ce1-0177-4e7d-88f6-2e86b9d3b563.jpg?alt=media&token=458c4db1-d7e7-4761-bfbd-1b6a74f429db,1
mimix26,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/dd24b73d-6f59-4e41-9f7c-321f620c138d.jpg?alt=media&token=3f04b80b-16ad-4c0f-ae17-391ca9f8b19f,1
mimix27,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/c24471c4-3850-4278-8bf0-c9abdafce30e.jpg?alt=media&token=4af5876a-9dea-4163-bd4f-457d2854475f,1
mimix28,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/1accd449-5e72-4477-a213-72d55441e2f2.jpg?alt=media&token=97841835-9bcf-4669-9d58-7d0a68f5f980,1
mimix30,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/06680b5a-e55c-43a4-87fa-6805dd345363.jpg?alt=media&token=12c593d6-0476-4ed7-b038-4353bada3b29,1
mimix31,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/3fd7963d-2012-456f-afde-b230208f7e70.jpg?alt=media&token=7af796ee-c29e-4fac-841c-1abc2e3032fc,1
mutant104,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/94a6f17f-de6b-456c-a7e4-f9dd1ddcb3b8.jpg?alt=media&token=97b39065-3a2a-4f2e-905d-d83fa0afe497,1
pillar13,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/73725441-a9e6-45d2-99ca-cab91a0bbcf4.jpg?alt=media&token=eaea2edf-ad10-4fc6-a352-128b96c77b0c,1
