label,image,item-count
pillar18,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/222c15bc-a577-43fd-b128-ec8e3b3f255f.jpg?alt=media&token=f7df4407-19f9-41ba-a4a7-fbee8cf9c432,1
pillar19,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/20086de2-5f66-46ac-ae80-f6756931f50b.jpg?alt=media&token=9ab57582-a73e-4bd7-b988-e62b0c87608d,1
pillar21,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/ad101345-0c90-476c-9490-1379695bd808.jpg?alt=media&token=e6ae5a30-fc21-404d-acc3-1e80abf8fe91,1
pillar22,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/2549bb8d-2987-47fe-bae4-f38a678bf136.jpg?alt=media&token=e662a96b-e84d-4a60-a128-592db78edd0c,1
pillar23,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/245eaa36-30b9-44a7-b0b1-8aa61906f96c.jpg?alt=media&token=166185ce-b5ba-4bb2-a7d9-92a3e360b761,1
pillar24,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/15a91e7f-1c22-4614-83fe-0eea71f1b93a.jpg?alt=media&token=21f114d3-3061-4a69-adb1-e98a9a4b282c,1
pillar25,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/e7f3f766-4185-4b1c-9095-7653bb331a9e.jpg?alt=media&token=ee733b5c-e58c-4bb9-a0dc-c2c54944c0da,1
pillar27,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/6dca22b6-8938-4f97-94df-24e5879cbc2f.jpg?alt=media&token=8733bf1b-15b7-467a-be5f-3ccb0d9877de,1
pillar28,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/06924770-cb0c-40cb-977a-69d17fcfca64.jpg?alt=media&token=4b716271-1ec1-454d-a2fe-9dde6ab5bee4,1
pillar29,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/eb307608-6335-45b2-be4f-9dca79811118.jpg?alt=media&token=7b7e1be6-d5c6-48ca-b242-266a560fb93d,1
pillar30,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/a650b41d-486d-465d-ba83-2d3e100d151b.jpg?alt=media&token=c32552b3-3601-4fa3-b28e-35596b62ecfb,1
vulca25,https://firebasestorage.googleapis.com/v0/b/playingcardsio.appspot.com/o/d40f7d51-99e0-4cec-b66e-43e568fa278d.jpg?alt=media&token=3f043107-1b19-4ae1-a4f4-4c405befecf6,1
