label,image
voodoo_13_c,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_13_c.svg
voodoo_14_c,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_14_c.svg
voodoo_15_c,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_15_c.svg
voodoo_0_d,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_0_d.svg
voodoo_1_d,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_1_d.svg
voodoo_2_d,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_2_d.svg
voodoo_3_d,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_3_d.svg
voodoo_4_d,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_4_d.svg
voodoo_5_d,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_5_d.svg
voodoo_6_d,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_6_d.svg
voodoo_7_d,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_7_d.svg
voodoo_8_d,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_8_d.svg
voodoo_9_d,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_9_d.svg
voodoo_10_d,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_10_d.svg
voodoo_11_d,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_11_d.svg
voodoo_12_d,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_12_d.svg
voodoo_13_d,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_13_d.svg
voodoo_14_d,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_14_d.svg
voodoo_15_d,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_15_d.svg
voodoo_0_e,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_0_e.svg
voodoo_1_e,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_1_e.svg
voodoo_2_e,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_2_e.svg
voodoo_3_e,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_3_e.svg
voodoo_4_e,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_4_e.svg
voodoo_5_e,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_5_e.svg
voodoo_6_e,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_6_e.svg
voodoo_7_e,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_7_e.svg
voodoo_8_e,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_8_e.svg
voodoo_9_e,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_9_e.svg
voodoo_10_e,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_10_e.svg
voodoo_11_e,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_11_e.svg
voodoo_12_e,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_12_e.svg
voodoo_13_e,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_13_e.svg
voodoo_14_e,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_14_e.svg
voodoo_15_e,https://raw.githubusercontent.com/mcgriffiths/cardgames/master/voodoo/voodoo_15_e.svg
